Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_003123248.1	XP_003123248.1	mitochondrial import inner membrane translocase subunit TIM44 [Sus scrofa]	8	8	8	39705000	46469000	43915000	37758000	45089000	39182000	41923000	42136000	36467000	40020000	39039000	40373000	43053000	37214000	43251000	35380000	36280000	NA	NA	NA	TIMM44	TIMM44;NA;NA;NA;NA	protein targeting to mitochondrion;protein import into mitochondrial matrix	GO:000662; GO:003015	mitochondrion;mitochondrial inner membrane;mitochondrial matrix	GO:000573; GO:000574; GO:000575	"NA"	"NA"	ATP binding;protein binding;chaperone binding	GO:000552; GO:000551; GO:005108
XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	choline transporter-like protein 2 isoform X4 [Sus scrofa]; choline transporter-like protein 2 isoform X3 [Sus scrofa]; choline transporter-like protein 2 isoform X2 [Sus scrofa]; choline transporter-like protein 2 isoform X1 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	6928800	8149800	0	0	0	0	0	0	0	NA	NA	NA	SLC44A2	SLC44A2;SLC44A2;SLC44A2;SLC44A2;NA	phosphatidylcholine biosynthetic process;positive regulation of I-kappaB kinase/NF-kappaB signaling;transmembrane transport;neutrophil degranulation;choline transport	GO:000665; GO:004312; GO:005508; GO:004331; GO:001587	plasma membrane;specific granule membrane;extracellular exosome;lysosomal membrane;integral component of membrane	GO:000588; GO:003557; GO:007006; GO:000576; GO:001602	 Choline metabolism in cancer	hsa0523	choline transmembrane transporter activity	GO:001522
XP_013842881.1;XP_005654910.1;XP_003123274.1	XP_013842881.1;XP_005654910.1;XP_003123274.1	angiopoietin-related protein 6 [Sus scrofa]; angiopoietin-related protein 6 [Sus scrofa]; angiopoietin-related protein 6 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552500	0	NA	NA	NA	ANGPTL6	ANGPTL6;ANGPTL6;ANGPTL6;NA;NA	angiogenesis;cell differentiation	GO:000152; GO:003015	extracellular exosome;secretory granule	GO:007006; GO:003014	"NA"	"NA"	"NA"	"NA"
XP_003123362.2;XP_013846058.2	XP_003123362.2;XP_013846058.2	lysosomal alpha-mannosidase isoform X2 [Sus scrofa]; lysosomal alpha-mannosidase isoform X1 [Sus scrofa]	19	19	19	282050000	241610000	270590000	230010000	212110000	234740000	218780000	196360000	238920000	205290000	200280000	163140000	209610000	159430000	232520000	176500000	169560000	NA	NA	NA	MAN2B1	MAN2B1;MAN2B1;NA;NA;NA	cellular protein modification process;oligosaccharide catabolic process;protein deglycosylation;mannose metabolic process;neutrophil degranulation	GO:000646; GO:000931; GO:000651; GO:000601; GO:004331	extracellular region;extracellular space;lysosomal lumen;azurophil granule lumen;extracellular exosome;vacuolar membrane	GO:000557; GO:000561; GO:004320; GO:003557; GO:007006; GO:000577	 Other glycan degradation; Lysosome	hsa0051; hsa0414	alpha-mannosidase activity;metal ion binding;carbohydrate binding	GO:000455; GO:004687; GO:003024
XP_003123371.1;XP_020939386.1	XP_003123371.1;XP_020939386.1	uncharacterized protein C19orf43 homolog isoform X1 [Sus scrofa]; uncharacterized protein C19orf43 homolog isoform X2 [Sus scrofa]	2	2	2	0	0	0	0	16217000	0	0	0	0	0	0	0	0	0	17760000	0	0	NA	NA	NA	TRIR	TRIR;TRIR;NA;NA;NA	rRNA catabolic process;RNA phosphodiester bond hydrolysis, exonucleolytic	GO:001607; GO:009050	"NA"	"NA"	"NA"	"NA"	RNA binding;3'-5' exonuclease activity;protein binding	GO:000372; GO:000840; GO:000551
XP_003123372.1	XP_003123372.1	ATPase ASNA1 [Sus scrofa]	11	11	11	60324000	59705000	54366000	65146000	64648000	62650000	64787000	59192000	61118000	64563000	58595000	59701000	62366000	61062000	68714000	67760000	60737000	NA	NA	NA	ASNA1	ASNA1;NA;NA;NA;NA	arsenite transport;posttranslational protein targeting to membrane;tail-anchored membrane protein insertion into ER membrane;IRE1-mediated unfolded protein response	GO:001570; GO:000662; GO:007181; GO:003649	cytoplasm;endoplasmic reticulum membrane;GET complex;extracellular exosome;nucleus;nucleolus	GO:000573; GO:000578; GO:004352; GO:007006; GO:000563; GO:000573	"NA"	"NA"	metal ion binding;ATP binding;transporter activity;ATPase activity;protein binding;arsenite transmembrane transporter activity	GO:004687; GO:000552; GO:000521; GO:001688; GO:000551; GO:001510
XP_003123385.1;XP_020939373.1	XP_003123385.1;XP_020939373.1	phenylalanine--tRNA ligase alpha subunit isoform X2 [Sus scrofa]; phenylalanine--tRNA ligase alpha subunit isoform X1 [Sus scrofa]	15	15	15	166090000	183530000	168140000	151060000	146230000	157250000	153350000	169560000	113910000	132740000	137340000	123960000	141370000	115560000	136390000	136430000	126440000	NA	NA	NA	FARSA	FARSA;FARSA;NA;NA;NA	protein heterotetramerization;phenylalanyl-tRNA aminoacylation;tRNA aminoacylation for protein translation	GO:005129; GO:000643; GO:000641	membrane;cytoplasm;cytosol;phenylalanine-tRNA ligase complex	GO:001602; GO:000573; GO:000582; GO:000932	 Aminoacyl-tRNA biosynthesis	hsa0097	ATP binding;tRNA binding;RNA binding;phenylalanine-tRNA ligase activity;protein binding	GO:000552; GO:000004; GO:000372; GO:000482; GO:000551
XP_003123394.3	XP_003123394.3	methylthioribose-1-phosphate isomerase [Sus scrofa]	11	11	11	136130000	121820000	162940000	166060000	179160000	164490000	189850000	158130000	132400000	113260000	130980000	108070000	170150000	163210000	152020000	168490000	159150000	NA	NA	NA	MRI1	MRI1;NA;NA;NA;NA	L-methionine salvage from S-adenosylmethionine;L-methionine salvage from methylthioadenosine	GO:001928; GO:001950	nucleoplasm;cell projection;fibrillar center;cytosol	GO:000565; GO:004299; GO:000165; GO:000582	 Cysteine and methionine metabolism; Metabolic pathways	hsa0027; hsa0110	S-methyl-5-thioribose-1-phosphate isomerase activity;identical protein binding	GO:004652; GO:004280
XP_003354151.1;XP_003123401.1	XP_003354151.1;XP_003123401.1	cAMP-dependent protein kinase catalytic subunit alpha isoform X2 [Sus scrofa]; cAMP-dependent protein kinase catalytic subunit alpha isoform X1 [Sus scrofa]	7	7	3	42689000	40147000	42208000	36070000	38772000	43788000	47905000	50457000	33326000	35557000	33329000	33810000	38860000	45750000	35226000	51409000	44807000	NA	NA	NA	PRKACA	PRKACA;PRKACA;NA;NA;NA	mRNA processing;cytokine-mediated signaling pathway;regulation of cytosolic calcium ion concentration;cellular response to parathyroid hormone stimulus;neural tube closure;stimulatory C-type lectin receptor signaling pathway;renal water homeostasis;protein kinase A signaling;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;regulation of proteasomal protein catabolic process;regulation of heart rate;blood coagulation;positive regulation of cell cycle arrest;cellular response to epinephrine stimulus;G2/M transition of mitotic cell cycle;mesoderm formation;regulation of G2/M transition of mitotic cell cycle;modulation of synaptic transmission;regulation of ryanodine-sensitive calcium-release channel activity;regulation of cardiac conduction;protein phosphorylation;regulation of macroautophagy;activation of protein kinase A activity;calcium-mediated signaling using intracellular calcium source;sperm capacitation;regulation of protein processing;cell communication by electrical coupling involved in cardiac conduction;peptidyl-threonine phosphorylation;high-density lipoprotein particle assembly;cellular response to heat;protein autophosphorylation;regulation of cardiac muscle contraction;ciliary basal body docking;regulation of bicellular tight junction assembly;regulation of osteoblast differentiation;negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning;regulation of protein binding;positive regulation of protein export from nucleus;cellular response to glucose stimulus	GO:000639; GO:001922; GO:005148; GO:007137; GO:000184; GO:000222; GO:000309; GO:001073; GO:001088; GO:006113; GO:000202; GO:000759; GO:007115; GO:007187; GO:000008; GO:000170; GO:001038; GO:005080; GO:006031; GO:190377; GO:000646; GO:001624; GO:003419; GO:003558; GO:004824; GO:007061; GO:008606; GO:001810; GO:003438; GO:003460; GO:004677; GO:005511; GO:009771; GO:200081; GO:004566; GO:190162; GO:004339; GO:004682; GO:007133	cAMP-dependent protein kinase complex;sperm flagellum;extracellular exosome;cytosol;nuclear speck;dendritic spine;plasma membrane raft;intercellular bridge;acrosomal vesicle;cytoplasm;centrosome;membrane;calcium channel complex;ciliary base;nucleus;axoneme;neuromuscular junction;nucleoplasm;perinuclear region of cytoplasm	GO:000595; GO:003612; GO:007006; GO:000582; GO:001660; GO:004319; GO:004485; GO:004517; GO:000166; GO:000573; GO:000581; GO:001602; GO:003470; GO:009754; GO:000563; GO:000593; GO:003159; GO:000565; GO:004847	 Calcium signaling pathway; GABAergic synapse; GnRH signaling pathway; Oxytocin signaling pathway; MAPK signaling pathway; cAMP signaling pathway; Oocyte meiosis; Inflammatory mediator regulation of TRP channels; Endocrine and other factor-regulated calcium reabsorption; Salivary secretion; Parkinson's disease; Cocaine addiction; Pathways in cancer; Wnt signaling pathway; HTLV-I infection; Adrenergic signaling in cardiomyocytes; Platelet activation; Circadian entrainment; Taste transduction; Dilated cardiomyopathy; Chemokine signaling pathway; Apoptosis; Hedgehog signaling pathway; Prion diseases; Vascular smooth muscle contraction; Gap junction; Vibrio cholerae infection; Amoebiasis	hsa0402; hsa0472; hsa0491; hsa0492; hsa0401; hsa0402; hsa0411; hsa0475; hsa0496; hsa0497; hsa0501; hsa0503; hsa0520; hsa0431; hsa0516; hsa0426; hsa0461; hsa0471; hsa0474; hsa0541; hsa0406; hsa0421; hsa0434; hsa0502; hsa0427; hsa0454; hsa0511; hsa0514	protein serine/threonine kinase activity;manganese ion binding;protein serine/threonine/tyrosine kinase activity;ATP binding;protein binding;ubiquitin protein ligase binding;protein kinase binding;protein kinase A regulatory subunit binding;magnesium ion binding;protein kinase activity;cAMP-dependent protein kinase activity	GO:000467; GO:003014; GO:000471; GO:000552; GO:000551; GO:003162; GO:001990; GO:003423; GO:000028; GO:000467; GO:000469
XP_005652964.1;XP_003123501.2;XP_005652963.1	XP_005652964.1;XP_003123501.2;XP_005652963.1	acetolactate synthase-like protein isoform X2 [Sus scrofa]; acetolactate synthase-like protein isoform X2 [Sus scrofa]; acetolactate synthase-like protein isoform X1 [Sus scrofa]	18	18	18	381630000	420320000	419600000	346820000	341820000	408990000	303770000	486310000	471980000	448940000	436290000	572780000	411740000	408070000	355700000	357910000	319220000	NA	NA	NA	ILVBL	ILVBL;ILVBL;ILVBL;NA;NA	biological_process	GO:000815	membrane;integral component of membrane	GO:001602; GO:001602	"NA"	"NA"	magnesium ion binding;molecular_function;transferase activity;thiamine pyrophosphate binding;protein binding	GO:000028; GO:000367; GO:001674; GO:003097; GO:000551
XP_003123542.1;XP_005661239.1;XP_020939215.1	XP_003123542.1;XP_005661239.1;XP_020939215.1	6-phosphogluconolactonase isoform X1 [Sus scrofa]; 6-phosphogluconolactonase isoform X3 [Sus scrofa]; 6-phosphogluconolactonase isoform X2 [Sus scrofa]	14	14	14	240470000	218650000	226080000	194760000	247480000	241660000	227810000	222410000	188800000	192580000	179310000	157780000	203250000	227420000	230150000	241630000	181140000	NA	NA	NA	PGLS	PGLS;PGLS;PGLS;NA;NA	pentose-phosphate shunt, oxidative branch;carbohydrate metabolic process;pentose-phosphate shunt	GO:000905; GO:000597; GO:000609	extracellular exosome;cytosol	GO:007006; GO:000582	 Carbon metabolism; Pentose phosphate pathway; Metabolic pathways; Biosynthesis of antibiotics	hsa0120; hsa0003; hsa0110; hsa0113	6-phosphogluconolactonase activity;protein binding	GO:001705; GO:000551
XP_020939193.1;XP_020939192.1;XP_003123559.4	XP_020939193.1;XP_020939192.1;XP_003123559.4	60S ribosomal protein L18a isoform X2 [Sus scrofa]; 60S ribosomal protein L18a isoform X2 [Sus scrofa]; 60S ribosomal protein L18a isoform X1 [Sus scrofa]	6	6	6	75496000	98364000	87315000	68965000	88942000	93412000	100780000	93928000	72722000	84694000	98015000	90628000	82213000	85712000	77550000	88929000	96929000	NA	NA	NA	RPL18A	RPL18A;RPL18A;RPL18A;NA;NA	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;cytoplasmic translation;translation;SRP-dependent cotranslational protein targeting to membrane;viral transcription;response to antineoplastic agent	GO:000018; GO:000218; GO:000641; GO:000661; GO:001908; GO:009732	cytosolic large ribosomal subunit;postsynaptic density;polysomal ribosome;cytosol;membrane	GO:002262; GO:001406; GO:004278; GO:000582; GO:001602	 Ribosome	hsa0301	RNA binding;protein binding;structural constituent of ribosome	GO:000372; GO:000551; GO:000373
XP_005652984.1;XP_020939137.1;XP_003123564.1	XP_005652984.1;XP_020939137.1;XP_003123564.1	peptidyl-prolyl cis-trans isomerase FKBP8 isoform X2 [Sus scrofa]; peptidyl-prolyl cis-trans isomerase FKBP8 isoform X1 [Sus scrofa]; peptidyl-prolyl cis-trans isomerase FKBP8 isoform X1 [Sus scrofa]	4	4	4	20427000	22041000	11372000	18861000	18566000	0	21133000	0	19684000	0	22810000	0	19200000	21213000	20388000	14353000	22124000	NA	NA	NA	FKBP8	FKBP8;FKBP8;FKBP8;NA;NA	apoptotic process;multicellular organism growth;smoothened signaling pathway;negative regulation of apoptotic process;negative regulation of protein phosphorylation;dorsal/ventral neural tube patterning;intracellular signal transduction;cell fate specification;viral process;positive regulation of BMP signaling pathway;camera-type eye development;protein peptidyl-prolyl isomerization	GO:000691; GO:003526; GO:000722; GO:004306; GO:000193; GO:002190; GO:003555; GO:000170; GO:001603; GO:003051; GO:004301; GO:000041	endoplasmic reticulum;cytosol;membrane;integral component of endoplasmic reticulum membrane;macromolecular complex;mitochondrial membrane;mitochondrion	GO:000578; GO:000582; GO:001602; GO:003017; GO:003299; GO:003196; GO:000573	"NA"	"NA"	protein binding;identical protein binding;peptidyl-prolyl cis-trans isomerase activity;metal ion binding;disordered domain specific binding	GO:000551; GO:004280; GO:000375; GO:004687; GO:009771
XP_003123584.1	XP_003123584.1	coatomer subunit epsilon [Sus scrofa]	12	12	12	94356000	110270000	108100000	112530000	107420000	106240000	113410000	101030000	104060000	112860000	117270000	103550000	119520000	102300000	111930000	120970000	113920000	NA	NA	NA	COPE	COPE;NA;NA;NA;NA	retrograde vesicle-mediated transport, Golgi to ER;ER to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;protein transport	GO:000689; GO:000688; GO:000689; GO:001503	transport vesicle;cytosol;COPI vesicle coat;endoplasmic reticulum membrane;nucleoplasm;Golgi apparatus;Golgi membrane	GO:003013; GO:000582; GO:003012; GO:000578; GO:000565; GO:000579; GO:000013	"NA"	"NA"	protein binding;structural molecule activity	GO:000551; GO:000519
XP_005661211.1;XP_003123661.1;XP_020939000.1	XP_005661211.1;XP_003123661.1;XP_020939000.1	guanylate kinase isoform X4 [Sus scrofa]; guanylate kinase isoform X1 [Sus scrofa]; guanylate kinase isoform X2 [Sus scrofa]	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10427000	0	NA	NA	NA	GUK1	GUK1;GUK1;GUK1;NA;NA	GDP biosynthetic process;GDP-mannose metabolic process;purine nucleotide metabolic process;ATP metabolic process;dGDP biosynthetic process;nucleobase-containing small molecule interconversion;dATP metabolic process;nucleotide phosphorylation;dGMP metabolic process;glycoprotein transport	GO:004671; GO:001967; GO:000616; GO:004603; GO:000618; GO:001594; GO:004606; GO:004693; GO:004605; GO:003443	cytosol	GO:000582	 Purine metabolism; Metabolic pathways	hsa0023; hsa0110	ATP binding;guanylate kinase activity	GO:000552; GO:000438
XP_003123687.4;XP_005654993.2	XP_003123687.4;XP_005654993.2	sequestosome-1 isoform X1 [Sus scrofa]; sequestosome-1 isoform X2 [Sus scrofa]	4	4	4	17609000	0	0	13692000	0	13390000	19575000	0	0	0	0	0	12386000	0	0	0	0	NA	NA	NA	SQSTM1	SQSTM1;SQSTM1;NA;NA;NA	immune system process;protein localization;negative regulation of apoptotic process;negative regulation of growth of symbiont in host;positive regulation of long-term synaptic potentiation;response to ischemia;autophagy;endosome organization;macromitophagy;macroautophagy;cell differentiation;positive regulation of transcription from RNA polymerase II promoter;negative regulation of transcription from RNA polymerase II promoter;protein phosphorylation;regulation of Ras protein signal transduction;positive regulation of protein localization to plasma membrane;mitochondrion organization;regulation of mitochondrion organization;response to mitochondrial depolarisation;ubiquitin-dependent protein catabolic process;endosomal transport;regulation of I-kappaB kinase/NF-kappaB signaling;protein heterooligomerization;regulation of protein complex stability;interleukin-1-mediated signaling pathway;positive regulation of protein phosphorylation;aggrephagy;intracellular signal transduction;protein localization to perinuclear region of cytoplasm	GO:000237; GO:000810; GO:004306; GO:004413; GO:190027; GO:000293; GO:000691; GO:000703; GO:000042; GO:001623; GO:003015; GO:004594; GO:000012; GO:000646; GO:004657; GO:190307; GO:000700; GO:001082; GO:009878; GO:000651; GO:001619; GO:004312; GO:005129; GO:006163; GO:007049; GO:000193; GO:003597; GO:003555; GO:190571	aggresome;amphisome;autophagosome;Lewy body;P-body;mitochondrion;nucleoplasm;PML body;sarcomere;extracellular exosome;cytosol;pre-autophagosomal structure;inclusion body;sperm midpiece;endoplasmic reticulum;intracellular membrane-bounded organelle	GO:001623; GO:004475; GO:000577; GO:009741; GO:000093; GO:000573; GO:000565; GO:001660; GO:003001; GO:007006; GO:000582; GO:000040; GO:001623; GO:009722; GO:000578; GO:004323	 Osteoclast differentiation	hsa0438	ubiquitin protein ligase binding;protein serine/threonine kinase activity;receptor tyrosine kinase binding;ionotropic glutamate receptor binding;protein homodimerization activity;K63-linked polyubiquitin binding;SH2 domain binding;protein kinase C binding;enzyme binding;zinc ion binding;ubiquitin binding;protein binding;protein kinase binding	GO:003162; GO:000467; GO:003097; GO:003525; GO:004280; GO:007053; GO:004216; GO:000508; GO:001989; GO:000827; GO:004313; GO:000551; GO:001990
XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1;XP_003357017.2;XP_005656574.1;XP_005656572.1;XP_020929180.1;XP_013844766.1	XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1	RUN and FYVE domain-containing protein 1 isoform X2 [Sus scrofa]; RUN and FYVE domain-containing protein 1 isoform X1 [Sus scrofa]; RUN and FYVE domain-containing protein 1 isoform X4 [Sus scrofa]; RUN and FYVE domain-containing protein 1 isoform X3 [Sus	9	9	8	26689000	29129000	23248000	24525000	24032000	27013000	18876000	25632000	27827000	22114000	25287000	19243000	22550000	20931000	20003000	22590000	23767000	NA	NA	NA	RUFY1	RUFY1;RUFY1;RUFY1;RUFY1;NA	regulation of endocytosis;endocytosis;phosphatidylinositol biosynthetic process;protein transport	GO:003010; GO:000689; GO:000666; GO:001503	endosome;nuclear speck;cytosol;cytoplasm;nucleus;intracellular membrane-bounded organelle;early endosome membrane	GO:000576; GO:001660; GO:000582; GO:000573; GO:000563; GO:004323; GO:003190	 Endocytosis	hsa0414	SH3 domain binding;protein binding;lipid binding;metal ion binding;SH2 domain binding;protein transporter activity	GO:001712; GO:000551; GO:000828; GO:004687; GO:004216; GO:000856
XP_020939991.1;XP_020939990.1;XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939986.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_013842978.1;XP_013842977.1;XP_013842976.1;XP_013842975.1	XP_020939991.1;XP_020939990.1;XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939986.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_013842978.1;XP_013842977.1;XP_013842976.1;XP_013842975.1	heterogeneous nuclear ribonucleoprotein H isoform X8 [Sus scrofa]; heterogeneous nuclear ribonucleoprotein H isoform X8 [Sus scrofa]; heterogeneous nuclear ribonucleoprotein H isoform X7 [Sus scrofa]; heterogeneous nuclear ribonucleoprotein H isoform X7 [	12	10	5	413240000	406620000	438750000	414570000	429320000	424640000	400190000	408430000	428350000	370010000	369860000	351090000	413060000	367430000	428700000	430840000	422120000	NA	NA	NA	HNRNPH1	HNRNPH1;HNRNPH1;HNRNPH1;HNRNPH1;HNRNPH1	mRNA splicing, via spliceosome;fibroblast growth factor receptor signaling pathway;RNA metabolic process;RNA processing;regulation of RNA splicing	GO:000039; GO:000854; GO:001607; GO:000639; GO:004348	cytosol;nucleus;nucleoplasm;membrane;catalytic step 2 spliceosome	GO:000582; GO:000563; GO:000565; GO:001602; GO:007101	"NA"	"NA"	protein binding;RNA binding;poly(U) RNA binding	GO:000551; GO:000372; GO:000826
XP_003123693.2	XP_003123693.2	leukotriene C4 synthase [Sus scrofa]	2	2	2	64053000	38833000	0	0	0	75293000	49435000	66589000	89453000	79802000	58054000	0	71858000	41734000	63048000	0	57216000	NA	NA	NA	LTC4S	LTC4S;NA;NA;NA;NA	positive regulation of catalytic activity;leukotriene biosynthetic process;long-chain fatty acid biosynthetic process;lipoxin biosynthetic process;leukotriene metabolic process;cellular oxidant detoxification	GO:004308; GO:001937; GO:004275; GO:200130; GO:000669; GO:009886	intracellular membrane-bounded organelle;nuclear envelope;integral component of membrane;endoplasmic reticulum;nuclear outer membrane	GO:004323; GO:000563; GO:001602; GO:000578; GO:000564	 Metabolic pathways; Arachidonic acid metabolism	hsa0110; hsa0059	enzyme activator activity;leukotriene-C4 synthase activity;protein binding;glutathione transferase activity;lipid binding;glutathione peroxidase activity;identical protein binding	GO:000804; GO:000446; GO:000551; GO:000436; GO:000828; GO:000460; GO:004280
XP_003123708.1;XP_005661525.1;XP_005661524.1	XP_003123708.1;XP_005661525.1;XP_005661524.1	FAS-associated factor 2 isoform X1 [Sus scrofa]; FAS-associated factor 2 isoform X2 [Sus scrofa]; FAS-associated factor 2 isoform X2 [Sus scrofa]	8	8	8	37460000	43096000	37787000	39778000	35632000	43552000	43485000	44264000	43584000	39997000	42593000	45955000	34977000	43643000	36869000	37943000	47154000	NA	NA	NA	FAF2	FAF2;FAF2;FAF2;NA;NA	ubiquitin-dependent ERAD pathway;retrograde protein transport, ER to cytosol;negative regulation of catalytic activity;response to unfolded protein;lipid particle organization;neutrophil degranulation	GO:003043; GO:003097; GO:004308; GO:000698; GO:003438; GO:004331	endoplasmic reticulum;extracellular region;VCP-NPL4-UFD1 AAA ATPase complex;lipid particle;azurophil granule lumen	GO:000578; GO:000557; GO:003409; GO:000581; GO:003557	"NA"	"NA"	protein binding;lipase binding;lipase inhibitor activity;ubiquitin binding;ubiquitin protein ligase binding	GO:000551; GO:003547; GO:005510; GO:004313; GO:003162
XP_020940068.1;XP_020940067.1;XP_020940066.1;XP_020940065.1;XP_020940064.1;XP_020940063.1;XP_020940062.1;XP_020940061.1;XP_020940060.1;XP_020940059.1;XP_020940058.1;XP_020940057.1;XP_020940055.1;XP_003123715.5	XP_020940068.1;XP_020940067.1;XP_020940066.1;XP_020940065.1;XP_020940064.1;XP_020940063.1;XP_020940062.1;XP_020940061.1;XP_020940060.1;XP_020940059.1;XP_020940058.1;XP_020940057.1;XP_020940055.1;XP_003123715.5	histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific isoform X4 [Sus scrofa]; histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific isoform X3 [Sus scrofa]; histone-lysine N-methyltransferase, H3 lysine-36 and H4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8035300	+	NA	NA	NSD1	NSD1;NSD1;NSD1;NSD1;NSD1	regulation of histone H3-K36 methylation;histone methylation;regulation of RNA polymerase II regulatory region sequence-specific DNA binding;positive regulation of transcription, DNA-templated;regulation of peptidyl-serine phosphorylation;histone H4-K20 methylation;negative regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-templated;histone H3-K36 methylation	GO:000041; GO:001657; GO:190302; GO:004589; GO:003313; GO:003477; GO:000012; GO:000635; GO:001045	chromatin;nucleus;nucleoplasm	GO:000078; GO:000563; GO:000565	 Lysine degradation	hsa0031	transcription cofactor activity;estrogen receptor binding;histone methyltransferase activity (H4-K20 specific);retinoic acid receptor binding;androgen receptor binding;chromatin binding;retinoid X receptor binding;protein binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;transcription corepressor activity;zinc ion binding;histone methyltransferase activity (H3-K36 specific)	GO:000371; GO:003033; GO:004279; GO:004297; GO:005068; GO:000368; GO:004696; GO:000551; GO:000097; GO:000371; GO:000827; GO:004697
XP_003123719.3	XP_003123719.3	H/ACA ribonucleoprotein complex subunit 2 [Sus scrofa]	4	4	4	22808000	23083000	23343000	25820000	21644000	22410000	26330000	22725000	20699000	19446000	19937000	17072000	18639000	20446000	25141000	23954000	22332000	NA	NA	NA	NHP2	NHP2;NA;NA;NA;NA	telomere maintenance via telomerase;cleavage involved in rRNA processing;positive regulation of telomerase RNA localization to Cajal body;rRNA pseudouridine synthesis;snRNA pseudouridine synthesis;maturation of LSU-rRNA	GO:000700; GO:000046; GO:190487; GO:003111; GO:003112; GO:000047	small nucleolar ribonucleoprotein complex;nucleoplasm;telomerase holoenzyme complex;box H/ACA snoRNP complex;box H/ACA scaRNP complex;nuclear chromosome, telomeric region;box H/ACA telomerase RNP complex	GO:000573; GO:000565; GO:000569; GO:003142; GO:007258; GO:000078; GO:009066	 Ribosome biogenesis in eukaryotes	hsa0300	protein binding;telomerase RNA binding;RNA binding;box H/ACA snoRNA binding	GO:000551; GO:007003; GO:000372; GO:003451
XP_003123722.1	XP_003123722.1	transmembrane emp24 domain-containing protein 9 [Sus scrofa]	9	9	8	179730000	212290000	208060000	199620000	183130000	218140000	190780000	192870000	187410000	244640000	185310000	190670000	227100000	204460000	174990000	219130000	193590000	NA	NA	NA	TMED9	TMED9;NA;NA;NA;NA	protein exit from endoplasmic reticulum;positive regulation of organelle organization;ER to Golgi vesicle-mediated transport;COPI coating of Golgi vesicle;early endosome to Golgi transport;retrograde vesicle-mediated transport, Golgi to ER;Golgi organization	GO:003252; GO:001063; GO:000688; GO:004820; GO:003449; GO:000689; GO:000703	ER to Golgi transport vesicle;integral component of membrane;Golgi membrane;endoplasmic reticulum;cytosol;endoplasmic reticulum-Golgi intermediate compartment membrane;extracellular exosome;Golgi apparatus;transport vesicle;synaptic vesicle;trans-Golgi network transport vesicle	GO:003013; GO:001602; GO:000013; GO:000578; GO:000582; GO:003311; GO:007006; GO:000579; GO:003013; GO:000802; GO:003014	"NA"	"NA"	protein binding;syntaxin binding	GO:000551; GO:001990
